,full_text
0,0.08733323494687133
1,0.028691558441558414
2,0.07824420677361853
3,0.11970588235294122
4,0.10085960046897552
5,0.14661195286195283
6,0.15176834130781502
7,0.1782619047619048
8,0.12153409090909095
9,0.13981798504525778
10,0.04002089864158829
11,0.0967669115396388
12,0.08095735345735346
13,0.090792994883904
14,0.08955928330928328
15,0.026327026882582434
16,0.07616152366152368
17,0.125
18,0.11063780663780665
19,0.049467024744802524
20,0.0658875983171758
21,0.07892611832611834
22,0.12837171942640696
23,0.05585113810920263
24,0.11218849465260947
25,0.10809659090909092
26,0.09659090909090909
27,0.13609688151354818
28,0.18579583207490186
29,0.1846320346320346
30,0.08821634062140392
31,0.06336206896551722
32,0.10192811574390519
33,0.01714285714285714
34,0.09787227335771022
35,0.029172168109668113
36,0.14974242424242423
37,0.03981845619169561
38,0.17397959183673467
39,0.09530868752459659
40,0.04694723515478232
41,0.1536046555783398
42,0.10569083694083699
43,0.0807729551150604
44,0.06865423336353567
45,0.1589441609977324
46,0.1008057056814821
47,0.08267804466919512
48,0.0880084488780141
49,0.1489097093382808
50,0.08234731771496481
51,0.03491014799154335
52,0.09440196899874322
53,0.11774518999518999
54,0.13014030612244898
55,0.024389483065953652
56,0.11232011847801324
57,0.020992357982153882
58,0.18096320346320346
59,-0.0028932178932178977
60,0.1313816738816739
61,0.06666666666666667
62,0.14674873737373736
63,0.08620499108734404
64,0.05408271908271907
65,0.11365780445969123
66,0.09706453634085213
67,-0.0032432079414838073
68,0.06708931419457734
69,0.11655363155363158
70,-0.040071770334928224
71,0.14721509111043998
72,0.17451725905673277
73,0.1576035196687371
74,0.10414673046251992
75,0.06948289515362685
76,0.0872751371435582
77,0.1370955086580087
78,0.16410005668934233
79,0.07697154471544718
80,0.008646616541353382
81,0.007925974025974033
82,0.1714373183893732
83,0.08656693422318422
84,0.08614718614718612
85,0.12326267331702113
86,0.1273293650793651
87,0.13986166007905138
88,0.04075757575757575
89,0.04832411415744747
90,0.08762115328638925
91,0.15091255411255408
92,0.14116479925303457
93,0.11862849271940183
94,0.12299617049617048
95,-0.0015127987954074917
96,0.11559350649350651
97,0.1259025200989487
98,0.12087643994423652
99,0.015532678703410392
100,0.06652437069103735
101,0.1626556662515567
102,0.04376419622994966
103,0.13843537414965987
104,0.04129063360881542
105,0.12410080395794681
106,0.0026287878787878798
107,0.01066974253816359
108,0.012937819756001565
109,0.1717099567099567
110,0.09407407407407406
111,-0.009964368964368968
112,0.062391138273491215
113,0.16396103896103897
114,0.04886789240721824
115,0.12217981703830762
116,0.07836596996753246
117,0.13035714285714284
118,0.07579078455790784
119,-0.027314814814814816
120,0.13033547533547535
121,0.015151515151515145
122,0.08644505494505494
123,0.11627998737373735
124,0.1516115702479339
125,0.165465367965368
126,0.09111111111111111
127,-0.00035353535353535397
128,0.07666666666666666
129,-0.006611169837914025
130,0.11538461538461539
131,0.11256160506160508
132,0.07156242879927092
133,0.08594842657342656
134,0.13336580086580088
135,-0.04807900432900435
136,0.08593204775022957
137,0.14958320749018425
138,0.09553803339517626
139,0.046064664502164496
140,0.1444534632034632
141,0.04420702179176754
142,0.10011387163561078
143,-0.1
144,0.05606782106782106
145,0.12853089001394086
146,0.14743506493506495
147,0.1558823529411765
148,0.099247311827957
149,0.15145833333333333
150,0.08458655083655084
151,0.07095513306853517
152,0.051269936204146715
153,0.005301741908884762
154,0.15420378598010176
155,0.12541666666666668
156,0.03229640151515152
157,0.03206388206388207
158,0.09507487048470656
159,0.14360175110175108
160,0.057336116264687695
161,0.0705625
162,0.029769696969696967
163,0.0451087530355823
164,-0.012012987012987022
165,0.14628603104212864
166,-0.06696969696969697
167,0.02813785173160173
168,0.02722600656424187
169,0.11652260702260704
170,0.10291005291005292
171,0.015833333333333335
172,0.14890239605355884
173,0.16801948051948054
174,0.08970982142857144
175,0.13821827295511505
176,0.044508448540706604
177,0.1647210743801653
178,-0.005878787878787877
179,0.12498860788334475
180,-0.0054037745879851095
181,0.15590034079395784
182,0.10162782781734393
183,0.04051746276322548
184,0.11113162878787879
185,0.1389127764127764
186,0.029829545454545456
187,0.09039051226551226
188,0.06967757936507937
189,0.051470588235294115
190,0.056016042780748655
191,-0.015018315018315019
192,0.06361223475977575
193,0.015129233511586453
194,0.1446886446886447
195,0.049925889328063244
196,0.1952777777777778
197,0.04363825757575757
198,0.009722222222222222
199,0.17149621212121208
200,0.09647435897435899
201,0.05044877344877346
202,0.09125270562770561
203,0.14136277056277058
204,0.06690329444566732
205,0.1416666666666667
206,0.09832943013270878
207,0.1111344537815126
208,0.15658533385806114
209,0.05005050505050506
210,0.023816466552315608
211,-0.03584834834834834
212,-0.01826923076923077
213,0.0009611035730438711
214,0.12121859621859624
215,0.1350840336134454
216,0.24699265381083568
217,0.06157407407407408
218,0.09409400123685838
219,0.1714219723366064
220,0.1
221,-0.024999999999999994
222,0.17729120473022913
223,0.1516418495297806
224,0.07251659451659455
225,0.10649350649350649
226,0.11123825557158887
227,0.02292714377820761
228,0.05511276358050551
229,0.04537818662818663
230,0.12633838383838383
231,0.18772727272727277
232,0.038211382113821135
233,0.04243670470943198
234,0.05134412912190692
235,0.035209235209235204
236,0.16532467532467535
237,0.17545833333333333
238,-0.024473684210526318
239,0.012795299938157074
240,0.03025149453720881
241,0.033735312306740865
242,0.07433862433862436
243,0.15056818181818182
244,0.1245028409090909
245,0.07739922415247093
246,-0.06976540616246497
247,0.1628787878787879
248,0.19727705627705633
249,0.14095238095238097
250,0.052920982526245726
251,0.08850422832980974
252,0.13851119894598155
253,0.044860446570972885
254,0.022179351656095844
255,-0.05789473684210527
256,0.0988783943329398
257,0.07858901515151515
258,0.022327036389536387
259,0.06329155340783246
260,0.1154355689972129
261,0.1275645802285147
262,0.056798245614035084
263,0.06936363636363636
264,0.14012183055040195
265,0.13085930735930737
266,0.11983622994652406
267,0.026243386243386242
268,0.09081024531024533
269,0.10641125541125543
270,0.1305453772418058
271,0.1668571428571429
272,0.09076361622873251
273,0.09622460872460871
274,0.03544579533941235
275,0.06000481000481001
276,0.33303030303030307
277,0.16753720238095238
278,0.10507554112554113
279,0.1284994907053731
280,0.09108409321175276
281,0.0481938431938432
282,0.15425485008818338
283,0.07664627039627038
284,0.11374608724608727
285,0.07548142717497557
286,0.19379058441558442
287,0.1741477272727273
288,0.10347776005670742
289,0.10445381231671558
